INTERNATIONAL SCHEDULED AIR TRANSPORT - Airline supplied data,,,,,,,,,,,,,,,,,,,,,,
"Country is determined by where ""same flight number"" services Originate or Terminate",,,,,,,,,,,,,,,,,,,,,,
"The true seat utilisation factors for airlines other than Australian Airlines, Qantas Airways, Emirates (for November 2011 onwards), China Airlines (for January 2014 onwards), Philippine Airlines (for December 2015 onwards), AirAsia X (for March 2016 onwards) and Singapore Airlines (for September 2016 onwards), that operate via Australia will most likely be higher than what is calculated using this data. See ""ReadMe"" tab for more information.",,,,,,,,,,,,,,,,,,,,,,
More detailed information on flights and seats by route and city pairs can be found at:,,,,,http://www.bitre.gov.au/publications/ongoing/international_airlines-operated_flights_seats.aspx,,,,,,,,,,,,,,,,,
MONTH,AIRLINE,COUNTRY,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,FIN_Y,CAL_Y,,,,,,,,,,,,
Sep-16,Eva Air,Taiwan,8,"1,597","2,016",8,"1,753","2,016",2017,2016,,,,,,,,,,,,
Sep-16,Federal Express Corporation,China,-,..,..,25,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Federal Express Corporation,USA,25,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Fiji Airways,Fiji,130,"19,390","25,356",130,"22,067","25,356",2017,2016,,,,,,,,,,,,
Sep-16,Garuda Indonesia,Indonesia,141,"29,167","33,760",141,"29,959","33,760",2017,2016,,,,,,,,,,,,
Sep-16,Hainan Airlines,China,10,"2,245","2,500",10,"2,033","2,500",2017,2016,,,,,,,,,,,,
Sep-16,Hawaiian Airlines,USA,47,"9,476","13,771",47,"12,037","13,771",2017,2016,,,,,,,,,,,,
Sep-16,Hong Kong Airlines,Hong Kong (SAR),13,"2,353","3,796",13,"2,293","3,796",2017,2016,,,,,,,,,,,,
Sep-16,Indonesia AirAsia,Indonesia,120,"17,977","21,600",120,"18,384","21,600",2017,2016,,,,,,,,,,,,
Sep-16,Japan Airlines,Japan,30,"5,899","7,320",30,"7,071","7,320",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,China,8,"1,376","2,680",8,"1,714","2,680",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,Fiji,30,"3,711","5,400",30,"4,155","5,400",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,Indonesia,220,"48,912","53,240",221,"48,654","53,420",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,Japan,80,"21,589","26,800",80,"23,953","26,800",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,New Zealand,247,"34,725","44,615",249,"35,801","44,975",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,Singapore,53,"10,820","13,105",50,"10,321","12,255",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,Thailand,47,"11,826","15,745",48,"12,585","16,080",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar,USA,50,"12,655","16,750",50,"14,322","16,750",2017,2016,,,,,,,,,,,,
Sep-16,Jetstar Asia,Singapore,73,"10,427","13,140",73,"10,500","13,140",2017,2016,,,,,,,,,,,,
Sep-16,Korean Air,Korea,47,"10,677","12,577",47,"10,585","12,577",2017,2016,,,,,,,,,,,,
Sep-16,LATAM Airlines,Chile,30,"7,303","9,270",30,"7,960","9,270",2017,2016,,,,,,,,,,,,
Sep-16,Malaysia Airlines,Malaysia,193,"38,977","50,779",190,"39,040","49,922",2017,2016,,,,,,,,,,,,
Sep-16,Malindo Air,Malaysia,52,"6,283","8,424",52,"6,513","8,424",2017,2016,,,,,,,,,,,,
Sep-16,Nauru Airlines,Nauru,18,960,"1,664",18,935,"1,664",2017,2016,,,,,,,,,,,,
Sep-16,Pacific Air Express,Papua New Guinea,8,..,..,8,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Pacific Air Express,Solomon Islands,5,..,..,5,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Philippine Airlines,New Zealand,18,"1,344","2,808",18,"1,803","2,808",2017,2016,,,,,,,,,,,,
Sep-16,Philippine Airlines,Philippines,77,"10,459","19,050",78,"11,525","19,418",2017,2016,,,,,,,,,,,,
Sep-16,Polar Air Cargo,China,-,..,..,9,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Polar Air Cargo,Japan,14,..,..,9,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Polar Air Cargo,USA,4,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Chile,16,"4,889","5,780",17,"5,319","6,144",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,China,34,"6,776","8,848",35,"7,415","8,848",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Hong Kong (SAR),121,"30,298","37,595",121,"27,624","37,594",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Indonesia,19,"3,894","5,165",19,"4,328","5,165",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Japan,61,"16,332","19,995",61,"18,677","19,984",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,New Caledonia,16,"2,094","2,770",16,"2,238","2,770",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,New Zealand,474,"56,170","76,477",473,"60,204","76,953",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Papua New Guinea,52,"2,169","3,848",52,"2,079","3,848",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Philippines,21,"5,145","6,237",21,"4,967","6,236",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Singapore,175,"37,247","45,011",175,"35,850","44,852",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,South Africa,26,"8,288","9,298",26,"8,088","9,298",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,Thailand,30,"7,825","8,910",34,"6,909","8,909",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,UK,59,"26,379","28,553",59,"23,547","28,551",2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,United Arab Emirates,1,410,484,1,284,484,2017,2016,,,,,,,,,,,,
Sep-16,Qantas Airways,USA,192,"57,058","66,937",188,"57,581","71,438",2017,2016,,,,,,,,,,,,
Sep-16,Qatar Airways,Qatar,116,"37,279","42,076",115,"38,847","41,559",2017,2016,,,,,,,,,,,,
Sep-16,Royal Brunei Airlines,Brunei,30,"6,375","7,620",30,"5,893","7,620",2017,2016,,,,,,,,,,,,
Sep-16,Scoot,Singapore,92,"26,820","34,500",91,"26,805","34,125",2017,2016,,,,,,,,,,,,
Sep-16,Sichuan Airlines,China,22,"4,832","5,883",22,"4,953","5,883",2017,2016,,,,,,,,,,,,
Sep-16,Silk Air,Singapore,30,"3,817","4,860",30,"3,922","4,860",2017,2016,,,,,,,,,,,,
Sep-16,Singapore Airlines,New Zealand,15,910,"1,596",18,"1,140","1,596",2017,2016,,,,,,,,,,,,
Sep-16,Singapore Airlines,Singapore,538,"127,378","147,934",532,"127,318","147,928",2017,2016,,,,,,,,,,,,
Sep-16,Solomon Airlines,Solomon Islands,18,"1,520","2,448",17,"1,455","2,312",2017,2016,,,,,,,,,,,,
Sep-16,South African Airways,South Africa,30,"6,169","8,026",30,"6,755","8,028",2017,2016,,,,,,,,,,,,
Sep-16,Tasman Cargo Airlines,New Zealand,21,..,..,21,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Thai Airways International,Thailand,167,"40,684","51,459",167,"42,307","51,459",2017,2016,,,,,,,,,,,,
Sep-16,Tigerair Australia,Indonesia,81,"11,663","14,580",81,"13,921","14,580",2017,2016,,,,,,,,,,,,
Sep-16,United Airlines,USA,88,"18,418","22,094",87,"17,506","21,858",2017,2016,,,,,,,,,,,,
Sep-16,United Parcel Service,China,-,..,..,19,..,..,2017,2016,,,,,,,,,,,,
Sep-16,United Parcel Service,Singapore,-,..,..,5,..,..,2017,2016,,,,,,,,,,,,
Sep-16,United Parcel Service,USA,26,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Sep-16,Vietnam Airlines,Vietnam,59,"14,006","17,390",59,"12,870","17,390",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,Fiji,94,"15,047","17,732",94,"15,854","17,732",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,Indonesia,86,"12,035","15,136",86,"11,527","15,136",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,New Zealand,370,"47,212","65,120",371,"51,144","65,296",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,Papua New Guinea,26,"2,255","4,576",26,"2,398","4,576",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,Solomon Islands,9,508,"1,584",9,744,"1,584",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,Tonga,9,"1,176","1,584",8,"1,068","1,408",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,United Arab Emirates,13,"4,098","4,407",13,"3,504","4,407",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,USA,60,"17,579","20,340",60,"18,260","20,340",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Australia,Vanuatu,16,"2,469","2,816",16,"2,546","2,816",2017,2016,,,,,,,,,,,,
Sep-16,Virgin Samoa,Western Samoa,14,"1,789","2,464",15,"2,084","2,640",2017,2016,,,,,,,,,,,,
Sep-16,Xiamen Airlines,China,30,"5,548","7,080",31,"5,061","7,316",2017,2016,,,,,,,,,,,,
Oct-16,Air Caledonie International,New Caledonia,38,"5,308","6,684",37,"5,232","6,442",2017,2016,,,,,,,,,,,,
Oct-16,Air Canada,Canada,58,"13,984","16,255",59,"9,926","16,317",2017,2016,,,,,,,,,,,,
Oct-16,Air China,China,67,"13,315","16,968",67,"13,514","16,968",2017,2016,,,,,,,,,,,,
Oct-16,Air India,India,31,"6,904","7,936",30,"6,482","7,680",2017,2016,,,,,,,,,,,,
Oct-16,Air Mauritius,Mauritius,9,"2,243","2,475",9,"1,785","2,475",2017,2016,,,,,,,,,,,,
Oct-16,Air New Zealand,Cook Islands,5,865,"1,138",5,986,"1,131",2017,2016,,,,,,,,,,,,
Oct-16,Air New Zealand,New Zealand,633,"110,293","135,186",633,"112,702","135,408",2017,2016,,,,,,,,,,,,
Oct-16,Air Niugini,Papua New Guinea,102,"7,646","13,396",104,"7,803","13,914",2017,2016,,,,,,,,,,,,
Oct-16,Air Vanuatu,Vanuatu,35,"4,748","5,950",34,"3,820","5,780",2017,2016,,,,,,,,,,,,
Oct-16,AirAsia X,Malaysia,235,"74,108","88,595",235,"59,018","88,595",2017,2016,,,,,,,,,,,,
Oct-16,AirAsia X,New Zealand,31,"8,317","11,687",31,"10,799","11,687",2017,2016,,,,,,,,,,,,
Oct-16,All Nippon Airways,Japan,31,"6,198","6,665",31,"5,739","6,665",2017,2016,,,,,,,,,,,,
Oct-16,American Airlines,USA,28,"8,357","8,680",28,"6,016","8,680",2017,2016,,,,,,,,,,,,
Oct-16,Asiana Airlines,Korea,31,"7,095","9,393",31,"7,535","9,393",2017,2016,,,,,,,,,,,,
Oct-16,Beijing Capital Airlines,China,13,"2,497","2,886",13,"1,987","2,886",2017,2016,,,,,,,,,,,,
Oct-16,British Airways,UK,31,"8,746","9,207",31,"5,572","9,207",2017,2016,,,,,,,,,,,,
Oct-16,Cathay Pacific Airways,Hong Kong (SAR),334,"82,218","86,673",334,"73,066","86,673",2017,2016,,,,,,,,,,,,
Oct-16,Cebu Pacific Air,Philippines,18,"5,740","7,848",18,"5,100","7,848",2017,2016,,,,,,,,,,,,
Oct-16,China Airlines,New Zealand,37,"9,709","11,352",37,"10,423","11,352",2017,2016,,,,,,,,,,,,
Oct-16,China Airlines,Taiwan,53,"13,045","15,900",54,"12,461","16,200",2017,2016,,,,,,,,,,,,
Oct-16,China Eastern Airlines,China,98,"21,301","22,568",98,"18,922","22,568",2017,2016,,,,,,,,,,,,
Oct-16,China Southern Airlines,China,186,"43,384","49,905",186,"40,515","49,905",2017,2016,,,,,,,,,,,,
Oct-16,Delta Air Lines,USA,30,"8,049","8,730",30,"7,029","8,730",2017,2016,,,,,,,,,,,,
Oct-16,Emirates,New Zealand,124,"38,089","56,370",124,"45,259","56,370",2017,2016,,,,,,,,,,,,
Oct-16,Emirates,United Arab Emirates,357,"133,298","151,654",356,"72,409","151,300",2017,2016,,,,,,,,,,,,
Oct-16,Etihad Airways,United Arab Emirates,173,"59,747","63,378",173,"34,552","63,378",2017,2016,,,,,,,,,,,,
Oct-16,Eva Air,Taiwan,20,"3,328","5,040",20,"2,951","5,040",2017,2016,,,,,,,,,,,,
Oct-16,Federal Express Corporation,China,-,..,..,27,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Federal Express Corporation,USA,27,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Fiji Airways,Fiji,133,"22,697","25,922",133,"20,700","25,928",2017,2016,,,,,,,,,,,,
Oct-16,Garuda Indonesia,Indonesia,147,"32,142","35,422",147,"27,083","35,386",2017,2016,,,,,,,,,,,,
Oct-16,Hainan Airlines,China,18,"4,057","4,500",18,"3,698","4,500",2017,2016,,,,,,,,,,,,
Oct-16,Hawaiian Airlines,USA,45,"12,310","13,185",45,"10,689","13,185",2017,2016,,,,,,,,,,,,
Oct-16,Hong Kong Airlines,Hong Kong (SAR),13,"2,531","3,796",13,"2,339","3,796",2017,2016,,,,,,,,,,,,
Oct-16,Indonesia AirAsia,Indonesia,124,"19,426","22,320",124,"16,904","22,320",2017,2016,,,,,,,,,,,,
Oct-16,Japan Airlines,Japan,31,"7,240","7,564",31,"6,273","7,564",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,Fiji,31,"4,698","5,580",31,"3,826","5,580",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,Indonesia,231,"52,023","55,995",230,"48,819","55,815",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,Japan,85,"24,596","28,475",85,"21,287","28,475",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,New Zealand,260,"38,243","46,955",258,"37,726","46,595",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,Singapore,50,"11,053","12,410",52,"10,176","12,770",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,Thailand,50,"13,627","16,750",50,"11,484","16,750",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar,USA,48,"14,678","16,080",48,"11,815","16,080",2017,2016,,,,,,,,,,,,
Oct-16,Jetstar Asia,Singapore,71,"10,105","12,780",71,"9,403","12,780",2017,2016,,,,,,,,,,,,
Oct-16,Korean Air,Korea,49,"12,317","13,246",49,"10,809","13,246",2017,2016,,,,,,,,,,,,
Oct-16,LATAM Airlines,Chile,31,"7,738","9,300",31,"8,022","9,300",2017,2016,,,,,,,,,,,,
Oct-16,Malaysia Airlines,Malaysia,200,"44,130","52,559",198,"34,050","52,429",2017,2016,,,,,,,,,,,,
Oct-16,Malindo Air,Malaysia,54,"7,139","8,748",54,"5,773","8,748",2017,2016,,,,,,,,,,,,
Oct-16,Nauru Airlines,Nauru,18,908,"1,792",18,946,"1,792",2017,2016,,,,,,,,,,,,
Oct-16,Pacific Air Express,Papua New Guinea,12,..,..,12,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Pacific Air Express,Solomon Islands,4,..,..,4,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Philippine Airlines,New Zealand,17,"1,391","2,652",17,"2,186","2,652",2017,2016,,,,,,,,,,,,
Oct-16,Philippine Airlines,Philippines,79,"13,700","19,682",78,"9,857","19,428",2017,2016,,,,,,,,,,,,
Oct-16,Polar Air Cargo,China,-,..,..,10,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Polar Air Cargo,Japan,12,..,..,8,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Polar Air Cargo,USA,5,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Chile,15,"5,099","5,404",15,"4,715","5,404",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,China,35,"7,739","9,081",33,"6,814","8,768",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Hong Kong (SAR),121,"32,417","37,277",121,"30,081","37,243",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Indonesia,21,"4,540","5,571",21,"3,684","5,571",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Japan,62,"18,754","20,402",62,"16,277","20,402",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,New Caledonia,20,"3,051","3,480",20,"2,996","3,473",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,New Zealand,501,"63,731","81,914",503,"69,303","82,354",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Papua New Guinea,50,"2,000","3,891",50,"1,808","3,891",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Philippines,23,"5,954","6,652",23,"4,911","6,670",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Singapore,179,"39,263","45,777",179,"31,458","45,768",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,South Africa,27,"9,028","9,717",27,"6,845","9,717",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,Thailand,31,"7,507","8,947",34,"7,002","8,948",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,UK,61,"27,183","29,520",61,"16,910","29,518",2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,United Arab Emirates,1,408,484,1,274,484,2017,2016,,,,,,,,,,,,
Oct-16,Qantas Airways,USA,196,"61,980","68,221",194,"55,063","73,613",2017,2016,,,,,,,,,,,,
Oct-16,Qatar Airways,Qatar,124,"44,232","46,996",124,"25,223","46,996",2017,2016,,,,,,,,,,,,
Oct-16,Royal Brunei Airlines,Brunei,31,"6,170","7,874",31,"3,451","7,874",2017,2016,,,,,,,,,,,,
Oct-16,Scoot,Singapore,91,"28,025","34,125",92,"22,787","34,500",2017,2016,,,,,,,,,,,,
Oct-16,Sichuan Airlines,China,22,"4,902","5,767",22,"4,590","5,767",2017,2016,,,,,,,,,,,,
Oct-16,Silk Air,Singapore,32,"4,215","5,184",32,"3,844","5,184",2017,2016,,,,,,,,,,,,
Oct-16,Singapore Airlines,New Zealand,26,"2,860","4,788",30,"2,749","4,788",2017,2016,,,,,,,,,,,,
Oct-16,Singapore Airlines,Singapore,565,"139,862","155,778",560,"122,444","155,968",2017,2016,,,,,,,,,,,,
Oct-16,Solomon Airlines,Solomon Islands,17,"1,464","2,312",18,"1,648","2,448",2017,2016,,,,,,,,,,,,
Oct-16,South African Airways,South Africa,31,"7,070","8,215",31,"5,378","8,217",2017,2016,,,,,,,,,,,,
Oct-16,Tasman Cargo Airlines,New Zealand,22,..,..,22,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Thai Airways International,Thailand,173,"46,098","56,163",172,"39,834","55,871",2017,2016,,,,,,,,,,,,
Oct-16,Tigerair Australia,Indonesia,85,"13,218","15,300",85,"13,834","15,300",2017,2016,,,,,,,,,,,,
Oct-16,United Airlines,USA,91,"20,417","22,833",89,"16,704","22,296",2017,2016,,,,,,,,,,,,
Oct-16,United Parcel Service,China,-,..,..,21,..,..,2017,2016,,,,,,,,,,,,
Oct-16,United Parcel Service,Korea,-,..,..,1,..,..,2017,2016,,,,,,,,,,,,
Oct-16,United Parcel Service,Singapore,-,..,..,4,..,..,2017,2016,,,,,,,,,,,,
Oct-16,United Parcel Service,USA,26,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Oct-16,Vietnam Airlines,Vietnam,62,"14,095","18,259",62,"10,992","18,259",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,Fiji,98,"16,423","18,040",98,"15,583","18,040",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,Indonesia,90,"13,152","15,840",89,"11,676","15,664",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,New Zealand,368,"48,693","64,768",367,"52,029","64,592",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,Papua New Guinea,26,"1,974","4,576",26,"2,306","4,576",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,Solomon Islands,8,565,"1,408",8,550,"1,408",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,Tonga,8,"1,025","1,408",9,"1,078","1,584",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,United Arab Emirates,13,"4,199","4,407",13,"2,467","4,407",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,USA,62,"19,160","21,018",62,"16,380","21,018",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Australia,Vanuatu,18,"2,854","3,168",18,"2,663","3,168",2017,2016,,,,,,,,,,,,
Oct-16,Virgin Samoa,Western Samoa,16,"2,109","2,816",15,"1,862","2,640",2017,2016,,,,,,,,,,,,
Oct-16,Xiamen Airlines,China,32,"6,630","7,552",31,"4,640","7,316",2017,2016,,,,,,,,,,,,
Nov-16,Air Caledonie International,New Caledonia,35,"4,712","6,159",35,"4,948","6,281",2017,2016,,,,,,,,,,,,
Nov-16,Air Canada,Canada,56,"12,075","16,864",55,"12,326","16,698",2017,2016,,,,,,,,,,,,
Nov-16,Air China,China,96,"16,591","24,322",96,"19,899","24,322",2017,2016,,,,,,,,,,,,
Nov-16,Air India,India,30,"6,658","7,680",30,"5,765","7,680",2017,2016,,,,,,,,,,,,
Nov-16,Air Mauritius,Mauritius,10,"2,034","2,775",9,"1,878","2,500",2017,2016,,,,,,,,,,,,
Nov-16,Air New Zealand,Cook Islands,4,583,902,4,733,916,2017,2016,,,,,,,,,,,,
Nov-16,Air New Zealand,New Zealand,597,"105,019","129,839",594,"108,148","129,634",2017,2016,,,,,,,,,,,,
Nov-16,Air Niugini,Papua New Guinea,109,"7,039","13,526",109,"8,002","13,554",2017,2016,,,,,,,,,,,,
Nov-16,Air Vanuatu,Vanuatu,29,"3,664","4,930",30,"3,598","5,100",2017,2016,,,,,,,,,,,,
Nov-16,AirAsia X,Malaysia,227,"66,276","85,579",227,"65,920","85,579",2017,2016,,,,,,,,,,,,
Nov-16,AirAsia X,New Zealand,30,"9,055","11,310",30,"10,274","11,310",2017,2016,,,,,,,,,,,,
Nov-16,All Nippon Airways,Japan,30,"5,658","6,450",30,"5,890","6,450",2017,2016,,,,,,,,,,,,
Nov-16,American Airlines,USA,23,"6,316","7,130",23,"5,988","7,130",2017,2016,,,,,,,,,,,,
Nov-16,Asiana Airlines,Korea,30,"7,120","9,090",30,"7,343","9,090",2017,2016,,,,,,,,,,,,
Nov-16,Beijing Capital Airlines,China,13,"2,205","2,886",13,"2,213","2,886",2017,2016,,,,,,,,,,,,
Nov-16,British Airways,UK,30,"7,140","8,910",29,"6,605","8,613",2017,2016,,,,,,,,,,,,
Nov-16,Cathay Pacific Airways,Hong Kong (SAR),325,"71,405","84,596",325,"79,625","84,596",2017,2016,,,,,,,,,,,,
Nov-16,Cebu Pacific Air,Philippines,18,"5,080","7,848",18,"5,552","7,848",2017,2016,,,,,,,,,,,,
Nov-16,China Airlines,New Zealand,60,"12,988","18,420",60,"14,660","18,420",2017,2016,,,,,,,,,,,,
Nov-16,China Airlines,Taiwan,60,"13,451","18,091",60,"15,218","18,091",2017,2016,,,,,,,,,,,,
Nov-16,China Eastern Airlines,China,112,"24,107","27,756",113,"25,729","28,018",2017,2016,,,,,,,,,,,,
Nov-16,China Southern Airlines,China,179,"41,965","47,811",179,"44,128","47,811",2017,2016,,,,,,,,,,,,
Nov-16,Delta Air Lines,USA,27,"7,057","7,857",27,"6,980","7,857",2017,2016,,,,,,,,,,,,
Nov-16,Emirates,New Zealand,120,"40,652","59,264",120,"47,383","59,266",2017,2016,,,,,,,,,,,,
Nov-16,Emirates,United Arab Emirates,343,"99,049","146,452",342,"89,494","146,438",2017,2016,,,,,,,,,,,,
Nov-16,Etihad Airways,United Arab Emirates,175,"44,382","63,820",175,"46,324","63,820",2017,2016,,,,,,,,,,,,
Nov-16,Eva Air,Taiwan,21,"3,585","5,292",21,"4,085","5,292",2017,2016,,,,,,,,,,,,
Nov-16,Federal Express Corporation,China,-,..,..,26,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Federal Express Corporation,USA,26,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Fiji Airways,Fiji,105,"17,464","20,233",105,"16,962","20,233",2017,2016,,,,,,,,,,,,
Nov-16,Garuda Indonesia,Indonesia,121,"21,941","26,371",121,"21,106","26,371",2017,2016,,,,,,,,,,,,
Nov-16,Hainan Airlines,China,29,"5,615","7,250",30,"5,900","7,500",2017,2016,,,,,,,,,,,,
Nov-16,Hawaiian Airlines,USA,42,"9,474","12,306",42,"9,746","12,306",2017,2016,,,,,,,,,,,,
Nov-16,Hong Kong Airlines,Hong Kong (SAR),13,"2,797","3,796",13,"2,610","3,796",2017,2016,,,,,,,,,,,,
Nov-16,Indonesia AirAsia,Indonesia,106,"15,742","19,080",106,"14,388","19,080",2017,2016,,,,,,,,,,,,
Nov-16,Japan Airlines,Japan,30,"6,933","7,320",30,"6,769","7,320",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,Fiji,30,"4,291","5,400",30,"3,726","5,400",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,Indonesia,207,"45,490","50,280",209,"44,971","50,950",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,Japan,89,"22,596","29,815",90,"24,470","30,150",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,New Zealand,231,"34,044","41,580",231,"34,944","41,580",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,Singapore,47,"9,764","11,250",48,"9,872","11,585",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,Thailand,38,"9,465","12,730",39,"10,090","13,065",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar,USA,34,"10,111","11,390",34,"9,735","11,390",2017,2016,,,,,,,,,,,,
Nov-16,Jetstar Asia,Singapore,68,"9,402","12,240",66,"9,438","11,880",2017,2016,,,,,,,,,,,,
Nov-16,Korean Air,Korea,47,"13,380","16,449",47,"13,338","16,449",2017,2016,,,,,,,,,,,,
Nov-16,LATAM Airlines,Chile,30,"6,390","9,000",30,"6,685","9,000",2017,2016,,,,,,,,,,,,
Nov-16,Malaysia Airlines,Malaysia,192,"34,558","50,387",191,"37,780","50,136",2017,2016,,,,,,,,,,,,
Nov-16,Malindo Air,Malaysia,50,"5,274","8,100",50,"5,325","8,100",2017,2016,,,,,,,,,,,,
Nov-16,Nauru Airlines,Nauru,17,897,"1,664",17,"1,031","1,664",2017,2016,,,,,,,,,,,,
Nov-16,Pacific Air Express,Papua New Guinea,12,..,..,12,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Pacific Air Express,Solomon Islands,4,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Pacific Air Express,Vanuatu,-,..,..,4,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Philippine Airlines,New Zealand,17,"1,391","2,652",17,"1,867","2,652",2017,2016,,,,,,,,,,,,
Nov-16,Philippine Airlines,Philippines,77,"10,822","18,894",77,"11,870","18,780",2017,2016,,,,,,,,,,,,
Nov-16,Polar Air Cargo,China,-,..,..,8,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Polar Air Cargo,Japan,13,..,..,4,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Polar Air Cargo,Taiwan,..,..,..,5,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Polar Air Cargo,USA,4,..,..,-,..,..,2017,2016,,,,,,,,,,,,
Nov-16,Qantas Airways,Chile,18,"5,697","6,475",18,"5,766","6,474",2017,2016,,,,,,,,,,,,
Nov-16,Qantas Airways,China,31,"6,704","8,015",32,"6,675","8,015",2017,2016,,,,,,,,,,,,
